"N","ExpectedLength","Method","M","m"
68,17.6838037791382,"CMC",25,15
69,16.3641224748309,"CMC",25,15
70,15.0792937639591,"CMC",25,15
71,13.8424791909781,"CMC",25,15
72,12.66346239221,"CMC",25,15
73,11.5490361743474,"CMC",25,15
74,10.5034254707071,"CMC",25,15
75,9.52871193513123,"CMC",25,15
76,8.62523717521431,"CMC",25,15
77,7.79197053967661,"CMC",25,15
78,7.02683410041566,"CMC",25,15
79,6.3269823035321,"CMC",25,15
80,5.68903705356043,"CMC",25,15
81,5.10928108261694,"CMC",25,15
82,4.58381364511221,"CMC",25,15
83,4.10867312312503,"CMC",25,15
84,3.67993123015628,"CMC",25,15
85,3.29376331729102,"CMC",25,15
86,2.9464989310114,"CMC",25,15
87,2.63465632844554,"CMC",25,15
88,2.3549641804522,"CMC",25,15
89,2.10437322290724,"CMC",25,15
90,1.880060174841,"CMC",25,15
91,1.67942584142703,"CMC",25,15
92,1.50008896594532,"CMC",25,15
93,1.33987708876276,"CMC",25,15
94,1.19681541117567,"CMC",25,15
95,1.06911444402249,"CMC",25,15
96,0.95515704082397,"CMC",25,15
97,0.853485268086681,"CMC",25,15
98,0.762787446638018,"CMC",25,15
99,0.681885603069916,"CMC",25,15
100,0.609723495594635,"CMC",25,15
101,0.545355320362743,"CMC",25,15
102,0.487935159534131,"CMC",25,15
103,0.436707198546993,"CMC",25,15
104,0.390996714926185,"CMC",25,15
105,0.350201822804822,"CMC",25,15
106,0.313785944613272,"CMC",25,15
107,0.281270972903149,"CMC",25,15
108,0.252231080037168,"CMC",25,15
109,0.226287130699465,"CMC",25,15
110,0.203101651236487,"CMC",25,15
111,0.18237431022949,"CMC",25,15
112,0.16383786603724,"CMC",25,15
113,0.147254539030497,"CMC",25,15
114,0.132412768636858,"CMC",25,15
115,0.11912431795052,"CMC",25,15
116,0.107221691405549,"CMC",25,15
117,0.0965558337675201,"CMC",25,15
118,0.0869940813982683,"CMC",25,15
119,0.0784183393446002,"CMC",25,15
120,0.0707234602627799,"CMC",25,15
121,0.0638158034975419,"CMC",25,15
122,0.0576119547774513,"CMC",25,15
123,0.0520375889646408,"CMC",25,15
124,0.0470264601081351,"CMC",25,15
125,0.0425195047014031,"CMC",25,15
126,0.0384640455440014,"CMC",25,15
127,0.0348130849631774,"CMC",25,15
128,0.0315246773738831,"CMC",25,15
129,0.0285613722549142,"CMC",25,15
130,0.0258897196049559,"CMC",25,15
131,0.0234798308250211,"CMC",25,15
132,0.0213049887625531,"CMC",25,15
133,0.0193413013562388,"CMC",25,15
134,0.0175673939476634,"CMC",25,15
135,0.0159641358840499,"CMC",25,15
136,0.0145143975325524,"CMC",25,15
137,0.0132028342673965,"CMC",25,15
138,0.0120156943824795,"CMC",25,15
139,0.0109406482291981,"CMC",25,15
140,0.00996663618708617,"CMC",25,15
141,0.00908373334765138,"CMC",25,15
142,0.00828302903349749,"CMC",25,15
143,0.00755651948888703,"CMC",25,15
144,0.0068970122674572,"CMC",25,15
145,0.00629804101062339,"CMC",25,15
146,0.00575378945876731,"CMC",25,15
147,0.00525902366880922,"CMC",25,15
148,0.00480903152816299,"CMC",25,15
149,0.00439956875810355,"CMC",25,15
150,0.00402681069077907,"CMC",25,15
151,0.00368730918483829,"CMC",25,15
152,0.00337795411612624,"CMC",25,15
153,0.00309593894319803,"CMC",25,15
154,0.00283872990345722,"CMC",25,15
155,0.00260403844537989,"CMC",25,15
156,0.00238979654627782,"CMC",25,15
157,0.00219413460403862,"CMC",25,15
158,0.00201536162583608,"CMC",25,15
159,0.00185194746744089,"CMC",25,15
160,0.00170250690393228,"CMC",25,15
161,0.0015657853367145,"CMC",25,15
162,0.00144064596313015,"CMC",25,15
163,0.00132605825394811,"CMC",25,15
164,0.00122108760086105,"CMC",25,15
165,0.00112488601110136,"CMC",25,15
166,0.00103668373958819,"CMC",25,15
167,0.000955781760843825,"CMC",25,15
168,0.000881544993431835,"CMC",25,15
169,0.000813396199021756,"CMC",25,15
170,0.000750810486506561,"CMC",25,15
171,0.00069331035900642,"CMC",25,15
172,0.000640461248188089,"CMC",25,15
173,0.000591867486204805,"CMC",25,15
174,0.00054716867079759,"CMC",25,15
175,0.000506036383766633,"CMC",25,15
176,0.00046817122718438,"CMC",25,15
177,0.000433300145436096,"CMC",25,15
178,0.000401174004488684,"CMC",25,15
179,0.00037156540274854,"CMC",25,15
180,0.000344266690513282,"CMC",25,15
181,0.000319088177384934,"CMC",25,15
182,0.000295856509124422,"CMC",25,15
183,0.000274413197316346,"CMC",25,15
184,0.000254613286903123,"CMC",25,15
185,0.00023632414816047,"CMC",25,15
186,0.000219424381040789,"CMC",25,15
187,0.000203802821024524,"CMC",25,15
188,0.000189357636707008,"CMC",25,15
189,0.000175995510323283,"CMC",25,15
190,0.000163630893287787,"CMC",25,15
191,0.000152185329610414,"CMC",25,15
192,0.000141586840754677,"CMC",25,15
193,0.000131769366136147,"CMC",25,15
194,0.000122672254027465,"CMC",25,15
195,0.000114239798146818,"CMC",25,15
196,0.000106420815665807,"CMC",25,15
197,9.91682627855575e-05,"CMC",25,15
198,9.24388844014284e-05,"CMC",25,15
199,8.6192894711096e-05,"CMC",25,15
200,8.0393685921974e-05,"CMC",25,15
50,40,"CMC",50,5
51,42.6470588235294,"CMC",50,5
52,45.2488687782805,"CMC",50,5
53,47.8084179970972,"CMC",50,5
54,50.3284732696497,"CMC",50,5
55,52.8116524820187,"CMC",50,5
56,55.2604517815395,"CMC",50,5
57,57.6772511822456,"CMC",50,5
58,60.064311221793,"CMC",50,5
59,62.4237672404758,"CMC",50,5
60,64.7576245799708,"CMC",50,5
61,67.0677561991475,"CMC",50,5
62,69.3559031934176,"CMC",50,5
63,71.6236781333034,"CMC",50,5
64,73.8725708259727,"CMC",50,5
65,76.1039559516644,"CMC",50,5
66,78.3191019776134,"CMC",50,5
67,80.5191807692556,"CMC",50,5
68,82.7052773779016,"CMC",50,5
69,84.8783995683844,"CMC",50,5
70,87.0394867463815,"CMC",50,5
71,89.1894180433175,"CMC",50,5
72,91.329019409609,"CMC",50,5
73,93.4590696494307,"CMC",50,5
74,95.5803053990406,"CMC",50,5
75,97.6934251046061,"CMC",50,5
76,99.7990920944212,"CMC",50,5
77,101.897936865409,"CMC",50,5
78,103.990558716614,"CMC",50,5
79,106.077526865082,"CMC",50,5
80,108.159381174372,"CMC",50,5
81,110.236632615072,"CMC",50,5
82,112.309763562157,"CMC",50,5
83,114.379228017403,"CMC",50,5
84,116.44545182787,"CMC",50,5
85,118.508832954684,"CMC",50,5
86,120.569741830695,"CMC",50,5
87,122.628521831776,"CMC",50,5
88,124.685489874493,"CMC",50,5
89,126.740937143171,"CMC",50,5
90,128.795129941481,"CMC",50,5
91,130.848310657933,"CMC",50,5
92,132.900698830491,"CMC",50,5
93,134.952492292959,"CMC",50,5
94,137.003868384512,"CMC",50,5
95,139.054985203405,"CMC",50,5
96,141.105982886473,"CMC",50,5
97,143.156984897178,"CMC",50,5
98,145.208099306458,"CMC",50,5
99,147.259420052532,"CMC",50,5
100,149.311028167697,"CMC",50,5
101,151.362992962224,"CMC",50,5
102,153.415373157344,"CMC",50,5
103,155.468217961177,"CMC",50,5
104,157.521568083221,"CMC",50,5
105,159.575456684441,"CMC",50,5
106,161.629910261447,"CMC",50,5
107,163.684949464336,"CMC",50,5
108,165.740589848839,"CMC",50,5
109,167.796842564037,"CMC",50,5
110,169.85371497778,"CMC",50,5
111,171.911211242233,"CMC",50,5
112,173.969332802362,"CMC",50,5
113,176.028078850495,"CMC",50,5
114,178.087446730061,"CMC",50,5
115,180.147432291811,"CMC",50,5
116,182.208030205655,"CMC",50,5
117,184.269234231269,"CMC",50,5
118,186.331037450426,"CMC",50,5
119,188.393432463836,"CMC",50,5
120,190.456411555142,"CMC",50,5
121,192.51996682454,"CMC",50,5
122,194.584090294084,"CMC",50,5
123,196.64877398684,"CMC",50,5
124,198.714009981592,"CMC",50,5
125,200.779790444736,"CMC",50,5
126,202.846107640791,"CMC",50,5
127,204.91295392279,"CMC",50,5
128,206.980321703691,"CMC",50,5
129,209.048203409789,"CMC",50,5
130,211.116591417069,"CMC",50,5
131,213.185477971278,"CMC",50,5
132,215.254855092502,"CMC",50,5
133,217.32471446492,"CMC",50,5
134,219.395047312496,"CMC",50,5
135,221.465844261192,"CMC",50,5
136,223.537095188439,"CMC",50,5
137,225.608789060521,"CMC",50,5
138,227.680913758634,"CMC",50,5
139,229.753455894348,"CMC",50,5
140,231.826400615204,"CMC",50,5
141,233.899731401415,"CMC",50,5
142,235.973429854417,"CMC",50,5
143,238.047475478305,"CMC",50,5
144,240.121845455041,"CMC",50,5
145,242.196514414545,"CMC",50,5
146,244.271454200671,"CMC",50,5
147,246.346633634186,"CMC",50,5
148,248.422018273871,"CMC",50,5
149,250.497570176911,"CMC",50,5
150,252.573247659781,"CMC",50,5
151,254.649005060689,"CMC",50,5
152,256.724792504847,"CMC",50,5
153,258.800555673789,"CMC",50,5
154,260.876235579758,"CMC",50,5
155,262.951768346383,"CMC",50,5
156,265.027084996749,"CMC",50,5
157,267.102111249861,"CMC",50,5
158,269.176767326659,"CMC",50,5
159,271.250967766369,"CMC",50,5
160,273.324621254237,"CMC",50,5
161,275.397630461501,"CMC",50,5
162,277.469891898259,"CMC",50,5
163,279.541295780124,"CMC",50,5
164,281.611725909149,"CMC",50,5
165,283.681059569711,"CMC",50,5
166,285.749167439755,"CMC",50,5
167,287.815913517872,"CMC",50,5
168,289.881155066513,"CMC",50,5
169,291.9447425716,"CMC",50,5
170,294.006519718707,"CMC",50,5
171,296.066323385925,"CMC",50,5
172,298.123983653405,"CMC",50,5
173,300.179323829595,"CMC",50,5
174,302.232160493964,"CMC",50,5
175,304.282303556097,"CMC",50,5
176,306.329556330884,"CMC",50,5
177,308.373715629516,"CMC",50,5
178,310.41457186587,"CMC",50,5
179,312.451909177933,"CMC",50,5
180,314.485505563691,"CMC",50,5
181,316.51513303115,"CMC",50,5
182,318.540557761707,"CMC",50,5
183,320.561540286481,"CMC",50,5
184,322.577835674777,"CMC",50,5
185,324.58919373429,"CMC",50,5
186,326.595359222134,"CMC",50,5
187,328.596072066083,"CMC",50,5
188,330.591067595376,"CMC",50,5
189,332.580076780273,"CMC",50,5
190,334.56282647962,"CMC",50,5
191,336.539039695792,"CMC",50,5
192,338.508435836149,"CMC",50,5
193,340.470730980298,"CMC",50,5
194,342.42563815251,"CMC",50,5
195,344.372867598357,"CMC",50,5
196,346.312127065162,"CMC",50,5
197,348.243122085155,"CMC",50,5
198,350.165556261012,"CMC",50,5
199,352.07913155286,"CMC",50,5
200,353.983548566161,"CMC",50,5
50,10,"CMC",50,15
51,11.4705882352941,"CMC",50,15
52,12.9411764705882,"CMC",50,15
53,14.382737129685,"CMC",50,15
54,15.7759184951194,"CMC",50,15
55,17.1143872775393,"CMC",50,15
56,18.399814761635,"CMC",50,15
57,19.63818238735,"CMC",50,15
58,20.837239941224,"CMC",50,15
59,22.0047318117564,"CMC",50,15
60,23.1473613368151,"CMC",50,15
61,24.270440011081,"CMC",50,15
62,25.3780077172658,"CMC",50,15
63,26.4731547006502,"CMC",50,15
64,27.5583426672219,"CMC",50,15
65,28.6356285100558,"CMC",50,15
66,29.7067772234982,"CMC",50,15
67,30.773292817436,"CMC",50,15
68,31.8364061445955,"CMC",50,15
69,32.8970516904669,"CMC",50,15
70,33.9558533772104,"CMC",50,15
71,35.0131286279216,"CMC",50,15
72,36.068912442358,"CMC",50,15
73,37.1229989025475,"CMC",50,15
74,38.1749954292476,"CMC",50,15
75,39.2243843500939,"CMC",50,15
76,40.2705863328825,"CMC",50,15
77,41.3130206941896,"CMC",50,15
78,42.3511583932199,"CMC",50,15
79,43.3845645875063,"CMC",50,15
80,44.4129288636371,"CMC",50,15
81,45.4360825330267,"CMC",50,15
82,46.4540035601962,"CMC",50,15
83,47.4668106499857,"CMC",50,15
84,48.4747486845266,"CMC",50,15
85,49.4781680457015,"CMC",50,15
86,50.4775004051175,"CMC",50,15
87,51.4732333651654,"CMC",50,15
88,52.4658859624755,"CMC",50,15
89,53.4559865733616,"CMC",50,15
90,54.4440542567722,"CMC",50,15
91,55.4305840879118,"CMC",50,15
92,56.4160366134569,"CMC",50,15
93,57.4008312201202,"CMC",50,15
94,58.3853429619004,"CMC",50,15
95,59.3699022363478,"CMC",50,15
96,60.3547966279314,"CMC",50,15
97,61.3402742333053,"CMC",50,15
98,62.3265478329224,"CMC",50,15
99,63.31379935977,"CMC",50,15
100,64.3021842235621,"CMC",50,15
101,65.2918351645729,"CMC",50,15
102,66.2828654247022,"CMC",50,15
103,67.2753711267413,"CMC",50,15
104,68.2694328410191,"CMC",50,15
105,69.2651163888893,"CMC",50,15
106,70.2624729842814,"CMC",50,15
107,71.2615388483435,"CMC",50,15
108,72.2623344500199,"CMC",50,15
109,73.2648635294527,"CMC",50,15
110,74.2691120544329,"CMC",50,15
111,75.2750472451465,"CMC",50,15
112,76.2826167820567,"CMC",50,15
113,77.291748288212,"CMC",50,15
114,78.3023491523771,"CMC",50,15
115,79.3143067349884,"CMC",50,15
116,80.3274889759872,"CMC",50,15
117,81.3417454031184,"CMC",50,15
118,82.3569085216994,"CMC",50,15
119,83.3727955525055,"CMC",50,15
120,84.3892104733348,"CMC",50,15
121,85.4059463118912,"CMC",50,15
122,86.4227876325349,"CMC",50,15
123,87.439513157194,"CMC",50,15
124,88.4558984605455,"CMC",50,15
125,89.4717186814339,"CMC",50,15
126,90.4867511958778,"CMC",50,15
127,91.500778201591,"CMC",50,15
128,92.5135891694138,"CMC",50,15
129,93.524983123103,"CMC",50,15
130,94.5347707153418,"CMC",50,15
131,95.542776074328,"CMC",50,15
132,96.5488384017661,"CMC",50,15
133,97.5528133093129,"CMC",50,15
134,98.5545738864775,"CMC",50,15
135,99.5540114983874,"CMC",50,15
136,100.551036316878,"CMC",50,15
137,101.545577592764,"CMC",50,15
138,102.537583681048,"CMC",50,15
139,103.527021834052,"CMC",50,15
140,104.513877780143,"CMC",50,15
141,105.49815510786,"CMC",50,15
142,106.479874476694,"CMC",50,15
143,107.459072676808,"CMC",50,15
144,108.435801560395,"CMC",50,15
145,109.410126867426,"CMC",50,15
146,110.382126968008,"CMC",50,15
147,111.351891542777,"CMC",50,15
148,112.319520221558,"CMC",50,15
149,113.285121199005,"CMC",50,15
150,114.248809844265,"CMC",50,15
151,115.210707319657,"CMC",50,15
152,116.170939221399,"CMC",50,15
153,117.129634253228,"CMC",50,15
154,118.086922941429,"CMC",50,15
155,119.042936397712,"CMC",50,15
156,119.997805134158,"CMC",50,15
157,120.951657932379,"CMC",50,15
158,121.904620767173,"CMC",50,15
159,122.856815783118,"CMC",50,15
160,123.808360321094,"CMC",50,15
161,124.759365990394,"CMC",50,15
162,125.709937780954,"CMC",50,15
163,126.66017320959,"CMC",50,15
164,127.610161493479,"CMC",50,15
165,128.559982743975,"CMC",50,15
166,129.509707173845,"CMC",50,15
167,130.459394311323,"CMC",50,15
168,131.409092214887,"CMC",50,15
169,132.358836683454,"CMC",50,15
170,133.308650457552,"CMC",50,15
171,134.258542408219,"CMC",50,15
172,135.208506711484,"CMC",50,15
173,136.158522007706,"CMC",50,15
174,137.108550546292,"CMC",50,15
175,138.058537317763,"CMC",50,15
176,139.008409176463,"CMC",50,15
177,139.958073958504,"CMC",50,15
178,140.907419600743,"CMC",50,15
179,141.85631326774,"CMC",50,15
180,142.804600494531,"CMC",50,15
181,143.752104354018,"CMC",50,15
182,144.698624658234,"CMC",50,15
183,145.643937203407,"CMC",50,15
184,146.587793068851,"CMC",50,15
185,147.529917980041,"CMC",50,15
186,148.470011745876,"CMC",50,15
187,149.40774778007,"CMC",50,15
188,150.34277271611,"CMC",50,15
189,151.274706124597,"CMC",50,15
190,152.203140341052,"CMC",50,15
191,153.127640411462,"CMC",50,15
192,154.047744161761,"CMC",50,15
193,154.962962396406,"CMC",50,15
194,155.872779230125,"CMC",50,15
195,156.77665255555,"CMC",50,15
196,157.674014648454,"CMC",50,15
197,158.56427291076,"CMC",50,15
198,159.446810750555,"CMC",50,15
199,160.320988596894,"CMC",50,15
200,161.186145046081,"CMC",50,15
