"M","ExpectedLength","Method","N","m"
157,57.4067924869089,"Normal Approximation (MLE)",200,20
158,57.0335274790051,"Normal Approximation (MLE)",200,20
159,56.6399400097541,"Normal Approximation (MLE)",200,20
160,56.2253110932509,"Normal Approximation (MLE)",200,20
161,55.7888722354246,"Normal Approximation (MLE)",200,20
162,55.3298015047428,"Normal Approximation (MLE)",200,20
163,54.8472192770863,"Normal Approximation (MLE)",200,20
164,54.3401836267562,"Normal Approximation (MLE)",200,20
165,53.8076853331822,"Normal Approximation (MLE)",200,20
166,53.2486424705972,"Normal Approximation (MLE)",200,20
167,52.6618945454896,"Normal Approximation (MLE)",200,20
168,52.0461961443369,"Normal Approximation (MLE)",200,20
169,51.4002100517086,"Normal Approximation (MLE)",200,20
170,50.7224997965762,"Normal Approximation (MLE)",200,20
171,50.011521582353,"Normal Approximation (MLE)",200,20
172,49.2656155540343,"Normal Approximation (MLE)",200,20
173,48.4829963536343,"Normal Approximation (MLE)",200,20
174,47.66174291299,"Normal Approximation (MLE)",200,20
175,46.799787430895,"Normal Approximation (MLE)",200,20
176,45.8949034793489,"Normal Approximation (MLE)",200,20
177,44.9446931814208,"Normal Approximation (MLE)",200,20
178,43.9465734007221,"Normal Approximation (MLE)",200,20
179,42.8977608796425,"Normal Approximation (MLE)",200,20
180,41.7952562601661,"Normal Approximation (MLE)",200,20
181,40.6358269170507,"Normal Approximation (MLE)",200,20
182,39.415988528187,"Normal Approximation (MLE)",200,20
183,38.1319853007516,"Normal Approximation (MLE)",200,20
184,36.7797687639902,"Normal Approximation (MLE)",200,20
185,35.3549750296905,"Normal Approximation (MLE)",200,20
186,33.8529004091619,"Normal Approximation (MLE)",200,20
187,32.2684752602689,"Normal Approximation (MLE)",200,20
188,30.5962359191459,"Normal Approximation (MLE)",200,20
189,28.8302945479627,"Normal Approximation (MLE)",200,20
190,26.9643067017214,"Normal Approximation (MLE)",200,20
191,24.9914363827363,"Normal Approximation (MLE)",200,20
192,22.9043183102645,"Normal Approximation (MLE)",200,20
193,20.6950170838184,"Normal Approximation (MLE)",200,20
194,18.3549828610573,"Normal Approximation (MLE)",200,20
195,15.8750031039527,"Normal Approximation (MLE)",200,20
196,13.245149869337,"Normal Approximation (MLE)",200,20
197,10.4547220313528,"Normal Approximation (MLE)",200,20
198,7.49218172332631,"Normal Approximation (MLE)",200,20
199,4.34508417516507,"Normal Approximation (MLE)",200,20
200,1,"Normal Approximation (MLE)",200,20
20,4.1102520649071,"Normal Approximation (Unbiased)",200,20
21,5.87926058005009,"Normal Approximation (Unbiased)",200,20
22,7.20752789880672,"Normal Approximation (Unbiased)",200,20
23,8.37498463116647,"Normal Approximation (Unbiased)",200,20
24,9.44591262103872,"Normal Approximation (Unbiased)",200,20
25,10.4517376145131,"Normal Approximation (Unbiased)",200,20
26,11.4102778358522,"Normal Approximation (Unbiased)",200,20
27,12.3326350542601,"Normal Approximation (Unbiased)",200,20
28,13.2261944038614,"Normal Approximation (Unbiased)",200,20
29,14.0961112179952,"Normal Approximation (Unbiased)",200,20
30,14.9461198322469,"Normal Approximation (Unbiased)",200,20
31,15.7790055609256,"Normal Approximation (Unbiased)",200,20
32,16.5968956854467,"Normal Approximation (Unbiased)",200,20
33,17.4014469783741,"Normal Approximation (Unbiased)",200,20
34,18.1939710363884,"Normal Approximation (Unbiased)",200,20
35,18.9755206455641,"Normal Approximation (Unbiased)",200,20
36,19.7469508613477,"Normal Approximation (Unbiased)",200,20
37,20.5089631840906,"Normal Approximation (Unbiased)",200,20
38,21.2621381376757,"Normal Approximation (Unbiased)",200,20
39,22.0069597109828,"Normal Approximation (Unbiased)",200,20
40,22.7438339752752,"Normal Approximation (Unbiased)",200,20
41,23.4731034588685,"Normal Approximation (Unbiased)",200,20
42,24.1950583819474,"Normal Approximation (Unbiased)",200,20
43,24.9099455344734,"Normal Approximation (Unbiased)",200,20
44,25.6179753620261,"Normal Approximation (Unbiased)",200,20
45,26.3193276730312,"Normal Approximation (Unbiased)",200,20
46,27.0141562740549,"Normal Approximation (Unbiased)",200,20
47,27.702592763406,"Normal Approximation (Unbiased)",200,20
48,28.384749657845,"Normal Approximation (Unbiased)",200,20
49,29.0607229864627,"Normal Approximation (Unbiased)",200,20
50,29.7305944555318,"Normal Approximation (Unbiased)",200,20
51,30.394433265412,"Normal Approximation (Unbiased)",200,20
52,31.0522976433535,"Normal Approximation (Unbiased)",200,20
53,31.7042361428789,"Normal Approximation (Unbiased)",200,20
54,32.3502887502198,"Normal Approximation (Unbiased)",200,20
55,32.9904878303958,"Normal Approximation (Unbiased)",200,20
56,33.6248589393099,"Normal Approximation (Unbiased)",200,20
57,34.2534215233279,"Normal Approximation (Unbiased)",200,20
58,34.8761895239324,"Normal Approximation (Unbiased)",200,20
59,35.49317190194,"Normal Approximation (Unbiased)",200,20
60,36.1043730932381,"Normal Approximation (Unbiased)",200,20
61,36.7097934060024,"Normal Approximation (Unbiased)",200,20
62,37.3094293677039,"Normal Approximation (Unbiased)",200,20
63,37.9032740288719,"Normal Approximation (Unbiased)",200,20
64,38.4913172294633,"Normal Approximation (Unbiased)",200,20
65,39.0735458327946,"Normal Approximation (Unbiased)",200,20
66,39.6499439312435,"Normal Approximation (Unbiased)",200,20
67,40.2204930272602,"Normal Approximation (Unbiased)",200,20
68,40.7851721927699,"Normal Approximation (Unbiased)",200,20
69,41.3439582095458,"Normal Approximation (Unbiased)",200,20
70,41.8968256927967,"Normal Approximation (Unbiased)",200,20
71,42.4437471998975,"Normal Approximation (Unbiased)",200,20
72,42.984693325915,"Normal Approximation (Unbiased)",200,20
73,43.5196327873718,"Normal Approximation (Unbiased)",200,20
74,44.0485324954691,"Normal Approximation (Unbiased)",200,20
75,44.5713576198838,"Normal Approximation (Unbiased)",200,20
76,45.0880716440302,"Normal Approximation (Unbiased)",200,20
77,45.5986364126313,"Normal Approximation (Unbiased)",200,20
78,46.1030121723092,"Normal Approximation (Unbiased)",200,20
79,46.6011576057852,"Normal Approximation (Unbiased)",200,20
80,47.0930298602543,"Normal Approximation (Unbiased)",200,20
81,47.5785845703967,"Normal Approximation (Unbiased)",200,20
82,48.0577758764211,"Normal Approximation (Unbiased)",200,20
83,48.5305564375112,"Normal Approximation (Unbiased)",200,20
84,48.9968774409673,"Normal Approximation (Unbiased)",200,20
85,49.4566886073127,"Normal Approximation (Unbiased)",200,20
86,49.9099381916032,"Normal Approximation (Unbiased)",200,20
87,50.3565729811122,"Normal Approximation (Unbiased)",200,20
88,50.7965382895684,"Normal Approximation (Unbiased)",200,20
89,51.2297779480802,"Normal Approximation (Unbiased)",200,20
90,51.6562342928596,"Normal Approximation (Unbiased)",200,20
91,52.0758481498122,"Normal Approximation (Unbiased)",200,20
92,52.4885588160874,"Normal Approximation (Unbiased)",200,20
93,52.8943040386399,"Normal Approximation (Unbiased)",200,20
94,53.2930199897673,"Normal Approximation (Unbiased)",200,20
95,53.6846412397174,"Normal Approximation (Unbiased)",200,20
96,54.0691007262986,"Normal Approximation (Unbiased)",200,20
97,54.4463297214686,"Normal Approximation (Unbiased)",200,20
98,54.8162577949068,"Normal Approximation (Unbiased)",200,20
99,55.1788127744374,"Normal Approximation (Unbiased)",200,20
100,55.5339207032831,"Normal Approximation (Unbiased)",200,20
101,55.8815057940429,"Normal Approximation (Unbiased)",200,20
102,56.2214903792346,"Normal Approximation (Unbiased)",200,20
103,56.5537948583607,"Normal Approximation (Unbiased)",200,20
104,56.8783376412488,"Normal Approximation (Unbiased)",200,20
105,57.1950350875603,"Normal Approximation (Unbiased)",200,20
106,57.503801442265,"Normal Approximation (Unbiased)",200,20
107,57.8045487668239,"Normal Approximation (Unbiased)",200,20
108,58.0971868658998,"Normal Approximation (Unbiased)",200,20
109,58.3816232092913,"Normal Approximation (Unbiased)",200,20
110,58.6577628487798,"Normal Approximation (Unbiased)",200,20
111,58.925508329632,"Normal Approximation (Unbiased)",200,20
112,59.184759596302,"Normal Approximation (Unbiased)",200,20
113,59.4354138920053,"Normal Approximation (Unbiased)",200,20
114,59.67736565172,"Normal Approximation (Unbiased)",200,20
115,59.9105063881073,"Normal Approximation (Unbiased)",200,20
116,60.1347245698452,"Normal Approximation (Unbiased)",200,20
117,60.3499054917974,"Normal Approximation (Unbiased)",200,20
118,60.5559311363863,"Normal Approximation (Unbiased)",200,20
119,60.7526800254503,"Normal Approximation (Unbiased)",200,20
120,60.9400270618635,"Normal Approximation (Unbiased)",200,20
121,61.1178433600512,"Normal Approximation (Unbiased)",200,20
122,61.2859960644966,"Normal Approximation (Unbiased)",200,20
123,61.4443481552372,"Normal Approximation (Unbiased)",200,20
124,61.5927582392412,"Normal Approximation (Unbiased)",200,20
125,61.7310803264738,"Normal Approximation (Unbiased)",200,20
126,61.8591635893343,"Normal Approximation (Unbiased)",200,20
127,61.9768521039937,"Normal Approximation (Unbiased)",200,20
128,62.0839845720804,"Normal Approximation (Unbiased)",200,20
129,62.1803940209833,"Normal Approximation (Unbiased)",200,20
130,62.2659074808279,"Normal Approximation (Unbiased)",200,20
131,62.3403456361229,"Normal Approximation (Unbiased)",200,20
132,62.4035224497378,"Normal Approximation (Unbiased)",200,20
133,62.4552447567721,"Normal Approximation (Unbiased)",200,20
134,62.4953118255633,"Normal Approximation (Unbiased)",200,20
135,62.5235148828916,"Normal Approximation (Unbiased)",200,20
136,62.5396366001019,"Normal Approximation (Unbiased)",200,20
137,62.5434505365905,"Normal Approximation (Unbiased)",200,20
138,62.5347205368006,"Normal Approximation (Unbiased)",200,20
139,62.5132000764344,"Normal Approximation (Unbiased)",200,20
140,62.4786315532788,"Normal Approximation (Unbiased)",200,20
141,62.4307455175718,"Normal Approximation (Unbiased)",200,20
142,62.3692598363669,"Normal Approximation (Unbiased)",200,20
143,62.2938787858762,"Normal Approximation (Unbiased)",200,20
144,62.2042920652089,"Normal Approximation (Unbiased)",200,20
145,62.1001737243208,"Normal Approximation (Unbiased)",200,20
146,61.9811809983266,"Normal Approximation (Unbiased)",200,20
147,61.8469530396836,"Normal Approximation (Unbiased)",200,20
148,61.6971095389202,"Normal Approximation (Unbiased)",200,20
149,61.5312492237824,"Normal Approximation (Unbiased)",200,20
150,61.3489482257845,"Normal Approximation (Unbiased)",200,20
151,61.1497583021688,"Normal Approximation (Unbiased)",200,20
152,60.9332049001925,"Normal Approximation (Unbiased)",200,20
153,60.6987850495772,"Normal Approximation (Unbiased)",200,20
154,60.4459650676584,"Normal Approximation (Unbiased)",200,20
155,60.1741780604659,"Normal Approximation (Unbiased)",200,20
156,59.882821201511,"Normal Approximation (Unbiased)",200,20
157,59.571252768488,"Normal Approximation (Unbiased)",200,20
158,59.2387889164064,"Normal Approximation (Unbiased)",200,20
159,58.884700163827,"Normal Approximation (Unbiased)",200,20
160,58.5082075669308,"Normal Approximation (Unbiased)",200,20
161,58.1084785539886,"Normal Approximation (Unbiased)",200,20
162,57.6846223905192,"Normal Approximation (Unbiased)",200,20
163,57.2356852429207,"Normal Approximation (Unbiased)",200,20
164,56.7606448057303,"Normal Approximation (Unbiased)",200,20
165,56.2584044547239,"Normal Approximation (Unbiased)",200,20
166,55.7277868850351,"Normal Approximation (Unbiased)",200,20
167,55.1675271900617,"Normal Approximation (Unbiased)",200,20
168,54.5762653334011,"Normal Approximation (Unbiased)",200,20
169,53.9525379621262,"Normal Approximation (Unbiased)",200,20
170,53.2947695056138,"Normal Approximation (Unbiased)",200,20
171,52.6012624996037,"Normal Approximation (Unbiased)",200,20
172,51.8701870704176,"Normal Approximation (Unbiased)",200,20
173,51.0995695090831,"Normal Approximation (Unbiased)",200,20
174,50.2872798595591,"Normal Approximation (Unbiased)",200,20
175,49.4310184393326,"Normal Approximation (Unbiased)",200,20
176,48.5283012042635,"Normal Approximation (Unbiased)",200,20
177,47.5764438627187,"Normal Approximation (Unbiased)",200,20
178,46.5725446366999,"Normal Approximation (Unbiased)",200,20
179,45.5134655598074,"Normal Approximation (Unbiased)",200,20
180,44.3958121934655,"Normal Approximation (Unbiased)",200,20
181,43.2159116338133,"Normal Approximation (Unbiased)",200,20
182,41.969788672013,"Normal Approximation (Unbiased)",200,20
183,40.6531399603992,"Normal Approximation (Unbiased)",200,20
184,39.2613060258376,"Normal Approximation (Unbiased)",200,20
185,37.7892409598509,"Normal Approximation (Unbiased)",200,20
186,36.2314796024297,"Normal Approximation (Unbiased)",200,20
187,34.5821020229562,"Normal Approximation (Unbiased)",200,20
188,32.8346950872398,"Normal Approximation (Unbiased)",200,20
189,30.9823108842718,"Normal Approximation (Unbiased)",200,20
190,29.0174217698634,"Normal Approximation (Unbiased)",200,20
191,26.9318717667913,"Normal Approximation (Unbiased)",200,20
192,24.7168240423578,"Normal Approximation (Unbiased)",200,20
193,22.3627041643189,"Normal Approximation (Unbiased)",200,20
194,19.85913881485,"Normal Approximation (Unbiased)",200,20
195,17.1948896195486,"Normal Approximation (Unbiased)",200,20
196,14.3577817243075,"Normal Approximation (Unbiased)",200,20
197,11.3346267271639,"Normal Approximation (Unbiased)",200,20
198,8.11113954482732,"Normal Approximation (Unbiased)",200,20
199,4.67184876442883,"Normal Approximation (Unbiased)",200,20
200,1,"Normal Approximation (Unbiased)",200,20
20,3.10768559515071,"Analog to Clopper-Pearson",200,20
21,4.99456063889023,"Analog to Clopper-Pearson",200,20
22,6.56234869614028,"Analog to Clopper-Pearson",200,20
23,7.91549723172636,"Analog to Clopper-Pearson",200,20
24,9.11817067136176,"Analog to Clopper-Pearson",200,20
25,10.2221551320574,"Analog to Clopper-Pearson",200,20
26,11.26328439634,"Analog to Clopper-Pearson",200,20
27,12.2616398480126,"Analog to Clopper-Pearson",200,20
28,13.2269196724551,"Analog to Clopper-Pearson",200,20
29,14.1640428033405,"Analog to Clopper-Pearson",200,20
30,15.0764279878773,"Analog to Clopper-Pearson",200,20
31,15.9671937607128,"Analog to Clopper-Pearson",200,20
32,16.8393191489057,"Analog to Clopper-Pearson",200,20
33,17.6954958122138,"Analog to Clopper-Pearson",200,20
34,18.5379837264492,"Analog to Clopper-Pearson",200,20
35,19.3685499097574,"Analog to Clopper-Pearson",200,20
36,20.1884835360167,"Analog to Clopper-Pearson",200,20
37,20.9986600991627,"Analog to Clopper-Pearson",200,20
38,21.7996282728737,"Analog to Clopper-Pearson",200,20
39,22.5916999255268,"Analog to Clopper-Pearson",200,20
40,23.3750313340921,"Analog to Clopper-Pearson",200,20
41,24.1496899794027,"Analog to Clopper-Pearson",200,20
42,24.9157055927132,"Analog to Clopper-Pearson",200,20
43,25.6731064248384,"Analog to Clopper-Pearson",200,20
44,26.4219426120129,"Analog to Clopper-Pearson",200,20
45,27.1622987023267,"Analog to Clopper-Pearson",200,20
46,27.8942973767527,"Analog to Clopper-Pearson",200,20
47,28.6180963703587,"Analog to Clopper-Pearson",200,20
48,29.3338805898543,"Analog to Clopper-Pearson",200,20
49,30.0418513652716,"Analog to Clopper-Pearson",200,20
50,30.742214606159,"Analog to Clopper-Pearson",200,20
51,31.4351693447423,"Analog to Clopper-Pearson",200,20
52,32.1208977749624,"Analog to Clopper-Pearson",200,20
53,32.7995574946391,"Analog to Clopper-Pearson",200,20
54,33.4712762835128,"Analog to Clopper-Pearson",200,20
55,34.136149440538,"Analog to Clopper-Pearson",200,20
56,34.7942394758651,"Analog to Clopper-Pearson",200,20
57,35.4455778053397,"Analog to Clopper-Pearson",200,20
58,36.0901680164334,"Analog to Clopper-Pearson",200,20
59,36.7279902489214,"Analog to Clopper-Pearson",200,20
60,37.3590062465098,"Analog to Clopper-Pearson",200,20
61,37.9831646750665,"Analog to Clopper-Pearson",200,20
62,38.6004063597789,"Analog to Clopper-Pearson",200,20
63,39.2106691604579,"Analog to Clopper-Pearson",200,20
64,39.8138922755654,"Analog to Clopper-Pearson",200,20
65,40.410019836439,"Analog to Clopper-Pearson",200,20
66,40.9990037192211,"Analog to Clopper-Pearson",200,20
67,41.5808055595186,"Analog to Clopper-Pearson",200,20
68,42.1553980013531,"Analog to Clopper-Pearson",200,20
69,42.7227652459212,"Analog to Clopper-Pearson",200,20
70,43.2829029872121,"Analog to Clopper-Pearson",200,20
71,43.8358178316679,"Analog to Clopper-Pearson",200,20
72,44.3815262998787,"Analog to Clopper-Pearson",200,20
73,44.9200535024711,"Analog to Clopper-Pearson",200,20
74,45.4514315725171,"Analog to Clopper-Pearson",200,20
75,45.9756979256368,"Analog to Clopper-Pearson",200,20
76,46.4928934082659,"Analog to Clopper-Pearson",200,20
77,47.003060385955,"Analog to Clopper-Pearson",200,20
78,47.5062408174469,"Analog to Clopper-Pearson",200,20
79,48.0024743567453,"Analog to Clopper-Pearson",200,20
80,48.4917965240187,"Analog to Clopper-Pearson",200,20
81,48.9742369859839,"Analog to Clopper-Pearson",200,20
82,49.449817986533,"Analog to Clopper-Pearson",200,20
83,49.918552967868,"Analog to Clopper-Pearson",200,20
84,50.380445420452,"Analog to Clopper-Pearson",200,20
85,50.8354879962472,"Analog to Clopper-Pearson",200,20
86,51.2836619137465,"Analog to Clopper-Pearson",200,20
87,51.7249366752503,"Analog to Clopper-Pearson",200,20
88,52.1592701071628,"Analog to Clopper-Pearson",200,20
89,52.5866087231926,"Analog to Clopper-Pearson",200,20
90,53.006888398977,"Analog to Clopper-Pearson",200,20
91,53.4200353354486,"Analog to Clopper-Pearson",200,20
92,53.8259672780148,"Analog to Clopper-Pearson",200,20
93,54.2245949497478,"Analog to Clopper-Pearson",200,20
94,54.615823649772,"Analog to Clopper-Pearson",200,20
95,54.9995549634401,"Analog to Clopper-Pearson",200,20
96,55.3756885283499,"Analog to Clopper-Pearson",200,20
97,55.7441238002251,"Analog to Clopper-Pearson",200,20
98,56.1047617648309,"Analog to Clopper-Pearson",200,20
99,56.4575065459596,"Analog to Clopper-Pearson",200,20
100,56.8022668652448,"Analog to Clopper-Pearson",200,20
101,57.138957316256,"Analog to Clopper-Pearson",200,20
102,57.4674994228797,"Analog to Clopper-Pearson",200,20
103,57.7878224601453,"Analog to Clopper-Pearson",200,20
104,58.0998640235542,"Analog to Clopper-Pearson",200,20
105,58.4035703410273,"Analog to Clopper-Pearson",200,20
106,58.698896328931,"Analog to Clopper-Pearson",200,20
107,58.9858054003957,"Analog to Clopper-Pearson",200,20
108,59.264269040258,"Analog to Clopper-Pearson",200,20
109,59.5342661660151,"Analog to Clopper-Pearson",200,20
110,59.7957822984731,"Analog to Clopper-Pearson",200,20
111,60.0488085692246,"Analog to Clopper-Pearson",200,20
112,60.2933405944134,"Analog to Clopper-Pearson",200,20
113,60.5293772460533,"Analog to Clopper-Pearson",200,20
114,60.7569193529296,"Analog to Clopper-Pearson",200,20
115,60.9759683631734,"Analog to Clopper-Pearson",200,20
116,61.1865250000228,"Analog to Clopper-Pearson",200,20
117,61.3885879409843,"Analog to Clopper-Pearson",200,20
118,61.5821525487218,"Analog to Clopper-Pearson",200,20
119,61.767209679534,"Analog to Clopper-Pearson",200,20
120,61.9437445924092,"Analog to Clopper-Pearson",200,20
121,62.1117359782111,"Analog to Clopper-Pearson",200,20
122,62.2711551248623,"Analog to Clopper-Pearson",200,20
123,62.4219652303827,"Analog to Clopper-Pearson",200,20
124,62.5641208714269,"Analog to Clopper-Pearson",200,20
125,62.6975676307053,"Analog to Clopper-Pearson",200,20
126,62.8222418823773,"Analog to Clopper-Pearson",200,20
127,62.9380707303122,"Analog to Clopper-Pearson",200,20
128,63.044972090226,"Analog to Clopper-Pearson",200,20
129,63.1428549030419,"Analog to Clopper-Pearson",200,20
130,63.2316194635605,"Analog to Clopper-Pearson",200,20
131,63.311157845919,"Analog to Clopper-Pearson",200,20
132,63.3813544050128,"Analog to Clopper-Pearson",200,20
133,63.4420863315967,"Analog to Clopper-Pearson",200,20
134,63.4932242377687,"Analog to Clopper-Pearson",200,20
135,63.5346327493116,"Analog to Clopper-Pearson",200,20
136,63.5661710816274,"Analog to Clopper-Pearson",200,20
137,63.5876935769575,"Analog to Clopper-Pearson",200,20
138,63.5990501820779,"Analog to Clopper-Pearson",200,20
139,63.6000868475348,"Analog to Clopper-Pearson",200,20
140,63.5906458319457,"Analog to Clopper-Pearson",200,20
141,63.5705658975554,"Analog to Clopper-Pearson",200,20
142,63.5396823861995,"Analog to Clopper-Pearson",200,20
143,63.4978271680064,"Analog to Clopper-Pearson",200,20
144,63.4448284583906,"Analog to Clopper-Pearson",200,20
145,63.3805105021599,"Analog to Clopper-Pearson",200,20
146,63.3046931267608,"Analog to Clopper-Pearson",200,20
147,63.2171911698802,"Analog to Clopper-Pearson",200,20
148,63.1178137895144,"Analog to Clopper-Pearson",200,20
149,63.0063636674254,"Analog to Clopper-Pearson",200,20
150,62.8826361194677,"Analog to Clopper-Pearson",200,20
151,62.7464181285423,"Analog to Clopper-Pearson",200,20
152,62.5974873179187,"Analog to Clopper-Pearson",200,20
153,62.4356108844224,"Analog to Clopper-Pearson",200,20
154,62.2605445123096,"Analog to Clopper-Pearson",200,20
155,62.0720312897277,"Analog to Clopper-Pearson",200,20
156,61.869800650338,"Analog to Clopper-Pearson",200,20
157,61.6535673630017,"Analog to Clopper-Pearson",200,20
158,61.4230305923552,"Analog to Clopper-Pearson",200,20
159,61.1778730526263,"Analog to Clopper-Pearson",200,20
160,60.9177602761871,"Analog to Clopper-Pearson",200,20
161,60.6423400170151,"Analog to Clopper-Pearson",200,20
162,60.3512418075264,"Analog to Clopper-Pearson",200,20
163,60.0440766850881,"Analog to Clopper-Pearson",200,20
164,59.7204371020197,"Analog to Clopper-Pearson",200,20
165,59.3798970299337,"Analog to Clopper-Pearson",200,20
166,59.0220122661034,"Analog to Clopper-Pearson",200,20
167,58.6463209460024,"Analog to Clopper-Pearson",200,20
168,58.2523442625777,"Analog to Clopper-Pearson",200,20
169,57.8395873890509,"Analog to Clopper-Pearson",200,20
170,57.4075405984815,"Analog to Clopper-Pearson",200,20
171,56.9556805698953,"Analog to Clopper-Pearson",200,20
172,56.4834718679262,"Analog to Clopper-Pearson",200,20
173,55.9903685807053,"Analog to Clopper-Pearson",200,20
174,55.4758160995376,"Analog to Clopper-Pearson",200,20
175,54.9392530241176,"Analog to Clopper-Pearson",200,20
176,54.3801131790308,"Analog to Clopper-Pearson",200,20
177,53.7978277316279,"Analog to Clopper-Pearson",200,20
178,53.1918274086738,"Analog to Clopper-Pearson",200,20
179,52.5615448202249,"Analog to Clopper-Pearson",200,20
180,51.906416914912,"Analog to Clopper-Pearson",200,20
181,51.2258876123081,"Analog to Clopper-Pearson",200,20
182,50.5194106866964,"Analog to Clopper-Pearson",200,20
183,49.786453013899,"Analog to Clopper-Pearson",200,20
184,49.0264983407833,"Analog to Clopper-Pearson",200,20
185,48.2390517978296,"Analog to Clopper-Pearson",200,20
186,47.4236454512886,"Analog to Clopper-Pearson",200,20
187,46.5798452859019,"Analog to Clopper-Pearson",200,20
188,45.7072601252386,"Analog to Clopper-Pearson",200,20
189,44.8055531381027,"Analog to Clopper-Pearson",200,20
190,43.8744567502663,"Analog to Clopper-Pearson",200,20
191,42.9137919853757,"Analog to Clopper-Pearson",200,20
192,41.923493501924,"Analog to Clopper-Pearson",200,20
193,40.9036418795245,"Analog to Clopper-Pearson",200,20
194,39.8545050422713,"Analog to Clopper-Pearson",200,20
195,38.776591094566,"Analog to Clopper-Pearson",200,20
196,37.6707152900327,"Analog to Clopper-Pearson",200,20
197,36.5380843611999,"Analog to Clopper-Pearson",200,20
198,35.3804020100503,"Analog to Clopper-Pearson",200,20
199,34.2,"Analog to Clopper-Pearson",200,20
200,33,"Analog to Clopper-Pearson",200,20
20,3.47921598401942,"MST",200,20
21,5.25115244411596,"MST",200,20
22,6.62949186936545,"MST",200,20
23,7.80519712750259,"MST",200,20
24,8.87049683791691,"MST",200,20
25,9.8788610210348,"MST",200,20
26,10.8550799147935,"MST",200,20
27,11.8076545919138,"MST",200,20
28,12.7386433668035,"MST",200,20
29,13.6487127304151,"MST",200,20
30,14.5388009407736,"MST",200,20
31,15.4102879416238,"MST",200,20
32,16.2647402135808,"MST",200,20
33,17.103647897882,"MST",200,20
34,17.9282737395261,"MST",200,20
35,18.7396182384506,"MST",200,20
36,19.5384630217067,"MST",200,20
37,20.3254466537597,"MST",200,20
38,21.1011375481567,"MST",200,20
39,21.8660851440944,"MST",200,20
40,22.6208448919186,"MST",200,20
41,23.3659815171297,"MST",200,20
42,24.1020586378829,"MST",200,20
43,24.8296227339038,"MST",200,20
44,25.5491874855316,"MST",200,20
45,26.2612219590659,"MST",200,20
46,26.9661438186143,"MST",200,20
47,27.6643170861872,"MST",200,20
48,28.3560530586854,"MST",200,20
49,29.0416127514107,"MST",200,20
50,29.7212094975113,"MST",200,20
51,30.3950108720225,"MST",200,20
52,31.0631397158098,"MST",200,20
53,31.7256745429967,"MST",200,20
54,32.3826499274101,"MST",200,20
55,33.0340575516284,"MST",200,20
56,33.67984849565,"MST",200,20
57,34.3199371054025,"MST",200,20
58,34.9542064904195,"MST",200,20
59,35.5825154238562,"MST",200,20
60,36.2047062062646,"MST",200,20
61,36.8206129334863,"MST",200,20
62,37.4300695825516,"MST",200,20
63,38.0329173847884,"MST",200,20
64,38.6290110692931,"MST",200,20
65,39.2182237057026,"MST",200,20
66,39.8004500274162,"MST",200,20
67,40.3756082545695,"MST",200,20
68,40.9436405464738,"MST",200,20
69,41.5045122887475,"MST",200,20
70,42.058210460302,"MST",200,20
71,42.6047413333452,"MST",200,20
72,43.144127742388,"MST",200,20
73,43.6764061240777,"MST",200,20
74,44.2016234865908,"MST",200,20
75,44.7198344226612,"MST",200,20
76,45.2310982394437,"MST",200,20
77,45.7354762453595,"MST",200,20
78,46.2330292104505,"MST",200,20
79,46.7238150029384,"MST",200,20
80,47.2078863996992,"MST",200,20
81,47.6852890701747,"MST",200,20
82,48.156059739645,"MST",200,20
83,48.6202245463663,"MST",200,20
84,49.0777976155616,"MST",200,20
85,49.5287798799324,"MST",200,20
86,49.9731581799312,"MST",200,20
87,50.410904676742,"MST",200,20
88,50.8419766067201,"MST",200,20
89,51.2663163980912,"MST",200,20
90,51.6838521597517,"MST",200,20
91,52.0944985388852,"MST",200,20
92,52.4981579299529,"MST",200,20
93,52.8947220033449,"MST",200,20
94,53.2840735086203,"MST",200,20
95,53.6660882959294,"MST",200,20
96,54.0406374901048,"MST",200,20
97,54.4075897459747,"MST",200,20
98,54.7668135107593,"MST",200,20
99,55.1181792198371,"MST",200,20
100,55.4615613560139,"MST",200,20
101,55.7968403089096,"MST",200,20
102,56.123903980028,"MST",200,20
103,56.4426490900766,"MST",200,20
104,56.7529821570932,"MST",200,20
105,57.0548201269724,"MST",200,20
106,57.3480906508973,"MST",200,20
107,57.6327320166788,"MST",200,20
108,57.9086927527009,"MST",200,20
109,58.1759309333012,"MST",200,20
110,58.4344132229908,"MST",200,20
111,58.6841137036414,"MST",200,20
112,58.9250125332095,"MST",200,20
113,59.157094487265,"MST",200,20
114,59.380347435047,"MST",200,20
115,59.5947608003889,"MST",200,20
116,59.800324054882,"MST",200,20
117,59.9970252861691,"MST",200,20
118,60.1848498786724,"MST",200,20
119,60.3637793376127,"MST",200,20
120,60.5337902803071,"MST",200,20
121,60.6948536115177,"MST",200,20
122,60.8469338926055,"MST",200,20
123,60.9899889075019,"MST",200,20
124,61.1239694223246,"MST",200,20
125,61.2488191300355,"MST",200,20
126,61.3644747669195,"MST",200,20
127,61.4708663839567,"MST",200,20
128,61.5679177534818,"MST",200,20
129,61.6555468896921,"MST",200,20
130,61.7336666605774,"MST",200,20
131,61.8021854688029,"MST",200,20
132,61.8610079794206,"MST",200,20
133,61.9100358733949,"MST",200,20
134,61.9491686072034,"MST",200,20
135,61.9783041604033,"MST",200,20
136,61.9973397546198,"MST",200,20
137,62.0061725289984,"MST",200,20
138,62.0047001585692,"MST",200,20
